1, State-gov,77516, Bachelors,13, Adm-clerical,2174,0,40, <=50K
9293, Private,185041, 7th-8th,4, Transport-moving,0,1672,55, <=50K
9294, ?,233779, Some-college,10, ?,0,0,60, <=50K
9295, Private,347834, HS-grad,9, Adm-clerical,0,0,40, <=50K
9296, Private,215373, Bachelors,13, Exec-managerial,0,0,70, <=50K
9297, Self-emp-not-inc,169426, Assoc-acdm,12, Craft-repair,0,0,40, <=50K
9298, Private,202856, Some-college,10, Adm-clerical,0,0,36, <=50K
9299, Private,50276, Bachelors,13, Exec-managerial,0,0,40, <=50K
9300, Self-emp-not-inc,187454, Bachelors,13, Prof-specialty,0,0,40, <=50K
9301, Private,126098, HS-grad,9, Craft-repair,0,0,40, <=50K
9302, Private,250639, Some-college,10, Other-service,0,0,24, <=50K
9303, Self-emp-inc,195366, Bachelors,13, Prof-specialty,0,0,40, <=50K
9304, Self-emp-not-inc,186845, Bachelors,13, Farming-fishing,0,0,8, <=50K
9305, Federal-gov,119156, HS-grad,9, Adm-clerical,0,0,20, <=50K
9306, Private,162343, HS-grad,9, Other-service,0,0,40, <=50K
9307, Private,108435, Masters,14, Exec-managerial,0,1902,50, >50K
9308, Self-emp-not-inc,394927, Some-college,10, Craft-repair,0,0,45, <=50K
9309, Private,172281, Bachelors,13, Sales,0,0,40, <=50K
9310, Private,370767, HS-grad,9, Prof-specialty,0,2377,60, <=50K
9311, Private,352005, Bachelors,13, Sales,15024,0,45, >50K
9312, Private,165681, Some-college,10, Exec-managerial,0,0,40, <=50K
9313, Private,258819, HS-grad,9, Craft-repair,0,0,40, >50K
9314, Private,130793, Some-college,10, Other-service,0,0,30, <=50K
9315, Private,118909, Assoc-acdm,12, Adm-clerical,0,0,40, <=50K
9316, Private,202466, Some-college,10, Exec-managerial,0,0,60, <=50K
9317, Private,161558, 10th,6, Transport-moving,0,0,45, <=50K
9318, Private,188246, HS-grad,9, Craft-repair,0,0,40, <=50K
9319, Private,160120, Masters,14, Prof-specialty,0,0,40, <=50K
9320, Private,144594, HS-grad,9, Adm-clerical,2829,0,40, <=50K
9321, Self-emp-not-inc,123429, HS-grad,9, Sales,0,0,60, <=50K
9322, Self-emp-inc,340110, Some-college,10, Sales,0,0,50, >50K
9323, Private,523067, Some-college,10, Prof-specialty,0,0,3, <=50K
9324, Self-emp-not-inc,113513, Bachelors,13, Farming-fishing,0,0,50, <=50K
9325, ?,186809, Bachelors,13, ?,0,0,30, >50K
9326, Self-emp-not-inc,320421, Bachelors,13, Prof-specialty,0,0,25, <=50K
9327, Local-gov,295589, Some-college,10, Adm-clerical,0,0,40, <=50K
9328, Private,370548, Assoc-voc,11, Craft-repair,0,0,30, <=50K
9329, Private,120572, Some-college,10, Other-service,0,0,12, <=50K
9330, Private,110977, Doctorate,16, Exec-managerial,0,0,40, >50K
9331, Private,55860, Some-college,10, Adm-clerical,0,0,40, <=50K
9332, Private,158800, Bachelors,13, Exec-managerial,0,0,50, >50K
9333, Private,131568, 9th,5, Machine-op-inspct,0,0,40, <=50K
9334, Private,173613, HS-grad,9, Sales,0,0,30, <=50K
9335, Private,216867, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
9336, Private,104089, Assoc-voc,11, Craft-repair,0,0,40, <=50K
9337, Private,208106, HS-grad,9, Sales,0,0,40, <=50K
9338, State-gov,340269, Some-college,10, Protective-serv,0,0,40, <=50K
9339, Private,236246, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
9340, Private,213408, Some-college,10, Sales,0,0,40, <=50K
9341, ?,84232, HS-grad,9, ?,0,0,4, <=50K
9342, Private,302945, Some-college,10, Adm-clerical,0,0,10, <=50K
9343, ?,28197, HS-grad,9, ?,0,0,60, >50K
9344, Private,262749, Some-college,10, Other-service,0,0,35, <=50K
9345, Federal-gov,198265, Bachelors,13, Protective-serv,0,0,60, <=50K
9346, Private,170871, Masters,14, Exec-managerial,0,0,45, >50K
9347, Private,177761, Some-college,10, Farming-fishing,0,0,50, <=50K
9348, Private,175689, Some-college,10, Adm-clerical,0,0,14, >50K
9349, Private,205100, Bachelors,13, Exec-managerial,15024,0,60, >50K
9350, Private,77759, Some-college,10, Sales,0,0,15, <=50K
9351, State-gov,77905, Assoc-voc,11, Prof-specialty,0,0,40, <=50K
9352, ?,193575, 11th,7, ?,0,0,40, <=50K
9353, State-gov,116520, Doctorate,16, Prof-specialty,0,0,40, >50K
9354, ?,85154, 12th,8, ?,0,0,24, <=50K
9355, Private,180532, Masters,14, Prof-specialty,0,0,40, <=50K
9356, Private,508891, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9357, Private,211345, Some-college,10, Handlers-cleaners,0,0,20, <=50K
9358, Self-emp-not-inc,170877, HS-grad,9, Sales,0,0,48, <=50K
9359, ?,97318, HS-grad,9, ?,0,0,35, <=50K
9360, Private,184105, HS-grad,9, Handlers-cleaners,0,0,50, <=50K
9361, Private,150941, HS-grad,9, Machine-op-inspct,0,0,44, <=50K
9362, Private,303942, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9363, Local-gov,273929, HS-grad,9, Farming-fishing,0,0,40, <=50K
9364, Private,197077, HS-grad,9, Other-service,0,0,40, <=50K
9365, Private,162825, HS-grad,9, Machine-op-inspct,0,0,40, >50K
9366, Private,159869, HS-grad,9, Exec-managerial,0,0,44, <=50K
9367, Private,158343, Some-college,10, Tech-support,0,0,40, <=50K
9368, ?,406920, 10th,6, ?,0,0,40, <=50K
9369, Private,227986, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9370, Private,137527, Bachelors,13, Adm-clerical,0,0,50, <=50K
9371, Private,180150, 12th,8, Handlers-cleaners,0,0,40, <=50K
9372, Private,239539, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9373, Private,281792, Bachelors,13, Prof-specialty,0,0,40, >50K
9374, Private,224799, Bachelors,13, Prof-specialty,0,0,45, <=50K
9375, Private,292639, Some-college,10, Exec-managerial,10566,0,35, <=50K
9376, Private,22313, 11th,7, Craft-repair,0,0,20, <=50K
9377, Private,194636, HS-grad,9, Sales,0,0,40, <=50K
9378, Private,156089, Some-college,10, Adm-clerical,0,0,40, <=50K
9379, Private,193720, Some-college,10, Exec-managerial,0,1977,40, >50K
9380, Private,218667, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
9381, Private,358837, Some-college,10, Tech-support,0,0,40, <=50K
9382, Private,174685, HS-grad,9, Other-service,0,0,40, <=50K
9383, Private,168854, HS-grad,9, Other-service,0,0,54, <=50K
9384, Private,133696, Bachelors,13, Sales,0,0,65, <=50K
9385, Federal-gov,350680, Assoc-acdm,12, Exec-managerial,0,0,40, <=50K
9386, Private,115215, HS-grad,9, Other-service,0,0,25, <=50K
9387, Self-emp-not-inc,152958, HS-grad,9, Exec-managerial,0,0,35, >50K
9388, Private,217200, HS-grad,9, Craft-repair,0,0,40, <=50K
9389, Private,235124, Some-college,10, Protective-serv,0,0,46, <=50K
9390, Local-gov,144949, HS-grad,9, Craft-repair,0,0,40, <=50K
9391, Private,135470, 5th-6th,3, Craft-repair,0,0,40, <=50K
9392, Private,281209, Some-college,10, Transport-moving,0,0,50, <=50K
9393, Private,155489, Masters,14, Exec-managerial,0,0,50, >50K
9394, Private,290306, HS-grad,9, Craft-repair,0,0,40, >50K
9395, Private,182042, 11th,7, Other-service,0,0,19, <=50K
9396, Private,210008, HS-grad,9, Sales,0,0,40, <=50K
9397, Private,234938, HS-grad,9, Sales,4064,0,55, <=50K
9398, Private,315423, Some-college,10, Sales,0,2042,50, <=50K
9399, Self-emp-not-inc,30244, HS-grad,9, Farming-fishing,0,0,80, <=50K
9400, Local-gov,30008, Bachelors,13, Prof-specialty,0,0,45, >50K
9401, Self-emp-not-inc,201328, 7th-8th,4, Farming-fishing,0,0,56, <=50K
9402, State-gov,96468, Masters,14, Prof-specialty,0,0,40, <=50K
9403, Private,486332, HS-grad,9, Other-service,0,0,40, <=50K
9404, Private,46162, HS-grad,9, Farming-fishing,0,0,25, <=50K
9405, Local-gov,98350, Some-college,10, Other-service,0,0,60, <=50K
9406, Local-gov,175958, 9th,5, Other-service,0,0,40, <=50K
9407, Private,119309, Some-college,10, Tech-support,0,1602,16, <=50K
9408, Private,175935, HS-grad,9, Transport-moving,0,1980,46, <=50K
9409, Private,204527, HS-grad,9, Craft-repair,0,0,50, <=50K
9410, ?,57827, Some-college,10, ?,0,0,40, <=50K
9411, Private,418176, HS-grad,9, Exec-managerial,0,0,32, <=50K
9412, Private,262744, Some-college,10, Adm-clerical,0,0,40, <=50K
9413, Private,177287, Some-college,10, Handlers-cleaners,0,0,30, <=50K
9414, Private,255004, Assoc-acdm,12, Sales,0,0,52, <=50K
9415, Private,183735, Some-college,10, Exec-managerial,0,0,40, <=50K
9416, Self-emp-not-inc,318644, Prof-school,15, Prof-specialty,0,0,20, <=50K
9417, Federal-gov,132125, Bachelors,13, Exec-managerial,0,0,52, >50K
9418, Private,206051, HS-grad,9, Craft-repair,0,0,40, <=50K
9419, Self-emp-inc,99185, Doctorate,16, Prof-specialty,0,0,50, >50K
9420, Private,225750, Bachelors,13, Prof-specialty,0,0,32, <=50K
9421, Private,245777, HS-grad,9, Sales,0,0,40, <=50K
9422, Private,169092, HS-grad,9, Sales,0,0,55, <=50K
9423, Private,211035, Bachelors,13, Adm-clerical,0,0,30, >50K
9424, Private,285432, HS-grad,9, Exec-managerial,0,0,40, <=50K
9425, Local-gov,154779, Some-college,10, Adm-clerical,0,0,40, <=50K
9426, Private,37237, Bachelors,13, Prof-specialty,0,0,40, >50K
9427, Private,417419, 7th-8th,4, Machine-op-inspct,0,0,40, <=50K
9428, Self-emp-inc,33975, HS-grad,9, Craft-repair,0,0,50, <=50K
9429, Private,42485, HS-grad,9, Craft-repair,0,0,40, <=50K
9430, Private,170017, Bachelors,13, Prof-specialty,0,0,40, <=50K
9431, Private,152683, HS-grad,9, Transport-moving,3908,0,35, <=50K
9432, Private,41721, Some-college,10, Other-service,0,0,60, <=50K
9433, Private,66634, 7th-8th,4, Craft-repair,0,0,40, <=50K
9434, Self-emp-inc,257216, Masters,14, Sales,0,0,40, <=50K
9435, Private,167882, HS-grad,9, Tech-support,0,0,43, <=50K
9436, Private,179428, Some-college,10, Transport-moving,0,0,55, <=50K
9437, Private,57512, HS-grad,9, Transport-moving,0,0,40, <=50K
9438, Private,301614, HS-grad,9, Craft-repair,0,0,40, <=50K
9439, Private,193820, Bachelors,13, Sales,0,1876,40, <=50K
9440, Private,222247, 10th,6, Transport-moving,0,1887,40, >50K
9441, Self-emp-inc,189092, Bachelors,13, Exec-managerial,0,0,45, <=50K
9442, Private,217509, HS-grad,9, Priv-house-serv,0,0,45, <=50K
9443, Private,308691, Masters,14, Machine-op-inspct,0,0,48, <=50K
9444, Private,169672, HS-grad,9, Exec-managerial,0,0,40, <=50K
9445, Private,120914, 11th,7, Craft-repair,0,0,40, <=50K
9446, Private,370156, HS-grad,9, Adm-clerical,0,0,38, <=50K
9447, Private,398220, 5th-6th,3, Craft-repair,0,0,40, <=50K
9448, Self-emp-not-inc,208277, HS-grad,9, Machine-op-inspct,0,0,45, <=50K
9449, Private,337456, HS-grad,9, Protective-serv,0,0,40, <=50K
9450, Private,172666, Some-college,10, Craft-repair,0,0,40, >50K
9451, Self-emp-not-inc,32280, HS-grad,9, Farming-fishing,0,0,45, <=50K
9452, Private,194901, HS-grad,9, Craft-repair,0,0,45, <=50K
9453, ?,57329, Some-college,10, ?,0,0,30, <=50K
9454, Private,173730, Bachelors,13, Exec-managerial,7688,0,40, >50K
9455, Local-gov,153312, Masters,14, Prof-specialty,0,0,10, >50K
9456, Private,274797, HS-grad,9, Handlers-cleaners,0,0,25, <=50K
9457, Private,359249, Assoc-voc,11, Protective-serv,0,0,40, <=50K
9458, Private,152744, Some-college,10, Other-service,0,0,40, <=50K
9459, Private,188041, HS-grad,9, Handlers-cleaners,0,0,40, <=50K
9460, Private,97723, Some-college,10, Craft-repair,0,0,38, <=50K
9461, State-gov,354529, Some-college,10, Adm-clerical,0,0,40, <=50K
9462, Private,249727, Some-college,10, Adm-clerical,0,0,30, <=50K
9463, Private,189590, Some-college,10, Adm-clerical,0,0,30, <=50K
9464, State-gov,298871, Some-college,10, Adm-clerical,0,0,40, <=50K
9465, Self-emp-not-inc,205296, Some-college,10, Sales,0,0,50, <=50K
9466, Private,303637, HS-grad,9, Exec-managerial,0,0,49, >50K
9467, Private,242861, HS-grad,9, Transport-moving,0,0,40, <=50K
9468, Private,37599, Some-college,10, Other-service,0,0,24, <=50K
9469, State-gov,199381, Masters,14, Prof-specialty,15024,0,37, >50K
9470, Self-emp-not-inc,56328, Bachelors,13, Prof-specialty,0,0,8, >50K
9471, Private,256211, Some-college,10, Machine-op-inspct,0,0,40, <=50K
9472, Local-gov,163685, HS-grad,9, Exec-managerial,0,0,33, <=50K
9473, Private,266084, Some-college,10, Craft-repair,0,0,50, <=50K
9474, Private,161111, Bachelors,13, Sales,0,0,40, <=50K
9475, Private,199031, Some-college,10, Transport-moving,0,1380,40, <=50K
9476, Private,166634, Some-college,10, Exec-managerial,0,0,40, <=50K
9477, Self-emp-not-inc,204085, Some-college,10, Sales,0,0,25, <=50K
9478, ?,369527, Some-college,10, ?,0,0,40, <=50K
9479, Private,464945, HS-grad,9, Transport-moving,0,0,45, <=50K
9480, Local-gov,174684, HS-grad,9, Craft-repair,0,0,40, <=50K
9481, Local-gov,166295, Bachelors,13, Adm-clerical,0,0,41, <=50K
9482, Private,220511, Some-college,10, Craft-repair,0,0,40, <=50K
9483, Private,246936, 11th,7, Other-service,0,0,40, <=50K
9484, Private,104509, Some-college,10, Adm-clerical,0,0,40, <=50K
9485, ?,266337, HS-grad,9, ?,0,0,40, <=50K
9486, Private,252168, HS-grad,9, Transport-moving,0,0,40, <=50K
9487, Private,92093, Bachelors,13, Exec-managerial,0,0,20, <=50K
9488, Private,88055, Bachelors,13, Machine-op-inspct,0,0,40, <=50K
9489, Private,129591, Some-college,10, Craft-repair,0,0,40, <=50K
9490, Private,142719, HS-grad,9, Farming-fishing,0,0,65, <=50K
9491, ?,264924, Some-college,10, ?,0,0,40, <=50K
9492, Private,128796, Bachelors,13, Exec-managerial,0,0,44, >50K
9493, Private,115336, HS-grad,9, Other-service,0,0,70, <=50K
9494, Private,190333, Some-college,10, Adm-clerical,0,0,40, >50K
9495, Self-emp-not-inc,179444, 7th-8th,4, Exec-managerial,0,0,15, <=50K
9496, Private,218676, Some-college,10, Machine-op-inspct,0,0,43, <=50K
9497, Local-gov,148194, 11th,7, Adm-clerical,0,0,12, <=50K
9498, Private,184833, HS-grad,9, Other-service,0,0,35, <=50K
9499, Self-emp-not-inc,280639, HS-grad,9, Other-service,2329,0,20, <=50K
9500, Private,217769, Some-college,10, Other-service,0,0,15, <=50K
9501, ?,180553, HS-grad,9, ?,0,0,40, >50K
9502, Private,56009, Some-college,10, Sales,0,0,40, <=50K
9503, Private,255334, Bachelors,13, Prof-specialty,0,0,25, >50K
9504, Self-emp-inc,328216, Bachelors,13, Sales,0,1902,42, >50K
9505, Private,349154, 10th,6, Farming-fishing,0,0,40, <=50K
9506, Local-gov,24763, Some-college,10, Transport-moving,6849,0,40, <=50K
9507, State-gov,41834, HS-grad,9, Transport-moving,0,0,38, >50K
9508, Private,113466, HS-grad,9, Sales,0,0,40, <=50K
9509, Private,130856, Some-college,10, Craft-repair,0,0,60, <=50K
9510, Self-emp-not-inc,268797, HS-grad,9, Other-service,0,0,17, <=50K
9511, Private,202117, 11th,7, Other-service,0,0,34, <=50K
9512, Private,280146, Some-college,10, Handlers-cleaners,0,0,20, <=50K
9513, Private,70377, Some-college,10, Machine-op-inspct,0,0,40, <=50K
9514, Private,236696, Some-college,10, Other-service,0,0,30, <=50K
9515, Local-gov,222572, Masters,14, Prof-specialty,0,0,43, <=50K
9516, Self-emp-inc,110702, Some-college,10, Exec-managerial,2036,0,60, <=50K
9517, Private,96129, HS-grad,9, Sales,0,0,72, >50K
9518, Local-gov,200492, Bachelors,13, Prof-specialty,0,0,40, <=50K
9519, Private,193820, Masters,14, Prof-specialty,0,0,40, <=50K
9520, Private,454508, 11th,7, Craft-repair,0,2001,40, <=50K
9521, Private,220789, Bachelors,13, Transport-moving,0,0,45, <=50K
9522, Private,101345, HS-grad,9, Exec-managerial,0,0,42, >50K
9523, Private,140559, HS-grad,9, Other-service,0,0,25, <=50K
9524, Self-emp-inc,64885, Masters,14, Sales,0,0,70, >50K
9525, Private,402361, HS-grad,9, Craft-repair,0,0,40, <=50K
9526, Private,143582, HS-grad,9, Other-service,0,0,48, <=50K
9527, Private,185385, Assoc-acdm,12, Sales,0,0,45, <=50K
9528, Private,112706, Assoc-voc,11, Tech-support,0,0,40, <=50K
9529, Private,130364, HS-grad,9, Craft-repair,0,0,40, <=50K
9530, Local-gov,147428, Masters,14, Prof-specialty,0,0,40, >50K
9531, Private,205895, Some-college,10, Sales,0,0,20, <=50K
9532, ?,273569, HS-grad,9, ?,0,0,40, <=50K
9533, Private,153160, Some-college,10, Adm-clerical,0,0,40, <=50K
9534, Self-emp-not-inc,167918, Masters,14, Sales,0,0,50, <=50K
9535, Private,195661, Some-college,10, Transport-moving,0,0,54, <=50K
9536, State-gov,146243, Some-college,10, Other-service,0,0,30, <=50K
9537, ?,105428, Some-college,10, ?,0,0,12, <=50K
9538, Private,149943, HS-grad,9, Other-service,0,0,60, <=50K
9539, Local-gov,246197, HS-grad,9, Craft-repair,0,0,40, <=50K
9540, Local-gov,192563, Some-college,10, Exec-managerial,0,0,38, <=50K
9541, Private,244115, HS-grad,9, Other-service,0,0,30, <=50K
9542, Local-gov,98587, Some-college,10, Prof-specialty,0,0,45, <=50K
9543, Private,145886, Some-college,10, Other-service,0,0,40, <=50K
9544, Private,244315, HS-grad,9, Craft-repair,0,0,40, <=50K
9545, Private,192779, Some-college,10, Craft-repair,0,0,40, <=50K
9546, Private,209464, HS-grad,9, Other-service,0,0,35, <=50K
9547, Private,25141, Some-college,10, Transport-moving,0,0,60, <=50K
9548, Private,405793, Assoc-acdm,12, Tech-support,0,0,45, >50K
9549, Federal-gov,53498, HS-grad,9, Other-service,0,0,40, <=50K
9550, ?,476653, Bachelors,13, ?,0,0,20, <=50K
9551, Self-emp-not-inc,162312, HS-grad,9, Craft-repair,0,0,66, <=50K
9552, Private,277022, HS-grad,9, Handlers-cleaners,3887,0,40, <=50K
9553, State-gov,109762, Masters,14, Prof-specialty,0,0,40, <=50K
9554, Private,123031, HS-grad,9, Adm-clerical,0,0,48, <=50K
9555, Federal-gov,119890, Assoc-voc,11, Tech-support,0,0,30, <=50K
9556, Self-emp-not-inc,409230, Some-college,10, Adm-clerical,0,0,30, <=50K
9557, Private,223308, Masters,14, Sales,0,0,48, <=50K
9558, ?,129150, 10th,6, ?,0,0,35, <=50K
9559, Self-emp-not-inc,119199, Some-college,10, Adm-clerical,0,0,35, >50K
9560, Private,46221, Doctorate,16, Other-service,27828,0,60, >50K
9561, Local-gov,351161, Some-college,10, Craft-repair,0,0,40, <=50K
9562, Private,174533, Bachelors,13, Exec-managerial,0,0,45, >50K
9563, Private,324386, Bachelors,13, Prof-specialty,0,0,40, <=50K
9564, Private,126568, Bachelors,13, Other-service,0,0,33, <=50K
9565, Private,275703, Some-college,10, Sales,0,0,40, <=50K
9566, Self-emp-not-inc,219611, Bachelors,13, Sales,2174,0,50, <=50K
9567, Private,200471, 11th,7, Other-service,0,0,60, <=50K
9568, Private,155261, HS-grad,9, Exec-managerial,0,0,40, >50K
9569, State-gov,74040, 7th-8th,4, Other-service,0,0,40, <=50K
9570, Private,226296, 11th,7, Handlers-cleaners,0,0,40, <=50K
9571, Private,211968, Bachelors,13, Adm-clerical,0,0,40, <=50K
9572, Local-gov,126446, Some-college,10, Other-service,0,0,30, <=50K
9573, Private,262885, 11th,7, Other-service,0,0,32, <=50K
9574, Private,188069, 9th,5, Transport-moving,0,0,25, <=50K
9575, Private,113546, 11th,7, Craft-repair,0,0,56, <=50K
9576, Private,227070, 10th,6, Machine-op-inspct,0,0,40, <=50K
9577, Private,136997, HS-grad,9, Adm-clerical,0,0,35, <=50K
9578, ?,119006, HS-grad,9, ?,0,0,38, <=50K
9579, Private,212407, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9580, Private,197810, Masters,14, Other-service,0,0,40, <=50K
9581, Federal-gov,35309, Bachelors,13, Tech-support,0,0,28, <=50K
9582, Private,141802, Some-college,10, Adm-clerical,0,0,40, <=50K
9583, ?,184513, Bachelors,13, ?,0,0,80, >50K
9584, Self-emp-not-inc,124187, Assoc-acdm,12, Other-service,0,0,32, <=50K
9585, Private,201743, Some-college,10, Other-service,0,0,26, <=50K
9586, Private,156736, 10th,6, Sales,0,0,12, <=50K
9587, Self-emp-not-inc,47261, Some-college,10, Farming-fishing,0,0,50, <=50K
9588, Private,150693, HS-grad,9, Adm-clerical,0,0,42, <=50K
9589, Local-gov,233734, Masters,14, Prof-specialty,0,0,40, >50K
9590, State-gov,35969, Masters,14, Prof-specialty,0,0,60, >50K
9591, Private,159550, HS-grad,9, Adm-clerical,0,0,40, <=50K
9592, Private,190823, Some-college,10, Other-service,0,0,40, <=50K
9593, Private,213378, HS-grad,9, Sales,0,0,33, <=50K
9594, Private,257500, HS-grad,9, Machine-op-inspct,0,0,40, <=50K
9595, Local-gov,488706, Some-college,10, Handlers-cleaners,0,0,40, <=50K
9596, Local-gov,239405, 5th-6th,3, Other-service,0,0,40, <=50K
9597, Federal-gov,105189, HS-grad,9, Adm-clerical,4865,0,50, <=50K
9598, State-gov,109735, HS-grad,9, Adm-clerical,0,0,38, <=50K
9599, Private,172942, Some-college,10, Other-service,0,0,28, <=50K
9600, Local-gov,209899, Masters,14, Tech-support,8614,0,47, >50K
9601, Self-emp-inc,87745, Some-college,10, Exec-managerial,0,0,60, <=50K
9602, Private,187881, Some-college,10, Sales,3942,0,40, <=50K
9603, Private,234125, HS-grad,9, Other-service,0,0,40, <=50K
9604, Private,272944, HS-grad,9, Transport-moving,0,0,45, <=50K
9605, Local-gov,129232, HS-grad,9, Adm-clerical,0,0,40, <=50K
9606, Private,100345, Bachelors,13, Craft-repair,13550,0,55, >50K
9607, Self-emp-not-inc,195835, Some-college,10, Craft-repair,0,0,45, <=50K
9608, Private,251854, 11th,7, Adm-clerical,0,0,40, <=50K
9609, Private,103474, HS-grad,9, Sales,0,0,30, <=50K
9610, Private,22042, Assoc-voc,11, Prof-specialty,0,0,39, <=50K
9611, Private,343721, Bachelors,13, Prof-specialty,0,0,40, >50K
9612, Private,232368, Some-college,10, Other-service,0,0,35, <=50K
9613, Private,174478, 10th,6, Other-service,0,0,29, <=50K
9614, Private,282023, Bachelors,13, Sales,15024,0,50, >50K
9615, Private,274690, Bachelors,13, Adm-clerical,0,0,45, <=50K
9616, Private,251675, HS-grad,9, Craft-repair,0,0,40, <=50K
